Rank,Name,Net Worth,Source
1,Elon Musk,$248.1 B,"Tesla, SpaceX"
2,Jeff Bezos,$216.3 B,Amazon
3,Bernard Arnault & family,$197.1 B,LVMH
4,Mark Zuckerberg,$181.5 B,Facebook
5,Larry Ellison,$179.4 B,Oracle
6,Larry Page,$155.1 B,Google
7,Sergey Brin,$148.4 B,Google
8,Bill Gates,$134.5 B,Microsoft
9,Steve Ballmer,$134.5 B,Microsoft
10,Warren Buffett,$128.1 B,Berkshire Hathaway
11,Mukesh Ambani,$123.3 B,Diversified
12,Jensen Huang,$112.1 B,Semiconductors
13,Amancio Ortega,$111.8 B,Zara
14,Michael Dell,$109.5 B,Dell Technologies
15,Michael Bloomberg,$106.2 B,Bloomberg LP
16,Carlos Slim Helu & family,$93.2 B,Telecom
17,Francoise Bettencourt Meyers & family,$90.1 B,L'Oréal
18,Jim Walton & family,$86.2 B,Walmart
19,Rob Walton & family,$85.0 B,Walmart
20,Gautam Adani,$84.5 B,"Infrastructure, commodities"
21,Alice Walton,$80.1 B,Walmart
22,David Thomson & family,$71.7 B,Media
23,Prajogo Pangestu,$67.9 B,"Petrochemicals, energy"
24,Julia Koch & family,$65.2 B,Koch Industries
25,Charles Koch & family,$59.4 B,Koch Industries
26,Changpeng Zhao,$57.7 B,Cryptocurrency exchange
27,Zhong Shanshan,$53.0 B,"Beverages, pharmaceuticals"
28,Colin Huang,$47.7 B,E-commerce
29,Zhang Yiming,$43.4 B,TikTok
30,Giovanni Ferrero,$43.2 B,"Nutella, chocolates"
31,Savitri Jindal & family,$42.1 B,Steel
32,Klaus-Michael Kuehne,$41.5 B,Shipping
33,Ma Huateng,$40.6 B,Online games
34,Mark Mateschitz,$39.1 B,Red Bull
35,Stephen Schwarzman,$38.1 B,Investments
36,Thomas Peterffy,$38.1 B,Discount brokerage
37,Gerard Wertheimer,$38.0 B,Chanel
37,Alain Wertheimer,$38.0 B,Chanel
39,Tadashi Yanai & family,$37.7 B,Fashion retail
40,Ken Griffin,$37.5 B,Hedge funds
41,Jacqueline Mars,$37.3 B,"Candy, pet food"
41,John Mars,$37.3 B,"Candy, pet food"
43,MacKenzie Scott,$37.2 B,Amazon
44,Gianluigi Aponte,$36.8 B,Shipping
44,Rafaela Aponte-Diamant,$36.8 B,Shipping
46,Li Ka-shing,$35.8 B,Diversified
47,Masayoshi Son,$35.6 B,"Telecom, Investments"
48,Dieter Schwarz,$35.4 B,Retail
49,Shiv Nadar,$34.2 B,Software services
50,Phil Knight & family,$33.8 B,Nike
51,Reinhold Wuerth & family,$32.6 B,Fasteners
52,Germán Larrea Mota Velasco & family,$31.8 B,Mining
53,Gina Rinehart,$31.2 B,Mining
54,Lukas Walton,$30.8 B,Walmart
55,Len Blavatnik,$30.2 B,"Music, chemicals"
56,Abigail Johnson,$29.8 B,Fidelity Investments
57,William Ding,$29.7 B,Online games
58,Iris Fontbona & family,$29.2 B,Mining
59,Miriam Adelson & family,$28.9 B,Casinos
60,Vagit Alekperov,$28.6 B,Oil
61,Eduardo Saverin,$28.6 B,Facebook
62,Jeff Yass,$28.5 B,"Trading, investments"
63,Vinod Adani,$27.8 B,"Infrastructure, commodities"
64,Daniel Gilbert,$27.7 B,Quicken Loans
65,Leonid Mikhelson & family,$27.4 B,"Gas, chemicals"
66,Lee Shau Kee,$27.2 B,Real estate
67,Andrea Pignataro,$27.1 B,Financial software
68,François Pinault & family,$26.9 B,Luxury goods
69,Vladimir Lisin,$26.6 B,"Steel, transport"
70,Eric Schmidt,$26.5 B,Google
71,Thomas Frist Jr & family,$26.1 B,Hospitals
72,Dilip Shanghvi,$25.9 B,Pharmaceuticals
73,Alexey Mordashov & family,$25.5 B,"Steel, investments"
74,Robin Zeng,$25.4 B,Batteries
75,Low Tuck Kwong,$25.4 B,Coal
76,Eyal Ofer,$25.0 B,"Real estate, shipping"
77,Elaine Marshall & family,$24.9 B,Koch Industries
78,Jack Ma,$24.6 B,E-commerce
79,R. Budi Hartono,$24.5 B,"Banking, tobacco"
80,He Xiangjian & family,$24.5 B,Home appliances
81,Autry Stephens,$24.3 B,Oil
82,Emmanuel Besnier,$24.0 B,Cheese
83,Kumar Birla,$24.0 B,Commodities
84,Stefan Quandt,$23.8 B,BMW
85,Vladimir Potanin,$23.7 B,Metals
86,Susanne Klatten,$23.7 B,"BMW, pharmaceuticals"
87,Michael Hartono,$23.5 B,"Banking, tobacco"
88,Gennady Timchenko,$23.4 B,"Oil, gas"
89,John Menard Jr,$21.9 B,Home improvement stores
90,Cyrus Poonawalla,$21.5 B,Vaccines
91,Radhakishan Damani,$21.4 B,"Retail, investments"
92,Takemitsu Takizaki,$21.1 B,Sensors
93,Diane Hendricks,$20.9 B,Building supplies
94,David Tepper,$20.6 B,Hedge funds
95,Steve Cohen,$19.8 B,Hedge funds
96,Rupert Murdoch & family,$19.6 B,"Newspapers, TV network"
97,Andreas von Bechtolsheim & family,$19.4 B,Google
98,Idan Ofer,$19.4 B,Shipping
99,Andrey Melnichenko & family,$19.2 B,"Fertilizers, coal"
100,Vicky Safra & family,$18.7 B,Banking
101,Kushal Pal Singh,$18.7 B,Real estate
102,Harold Hamm & family,$18.5 B,Oil & gas
103,Stefan Persson,$18.2 B,H&M
104,Ravi Jaipuria,$18.0 B,"Soft drinks, fast food"
105,Dustin Moskovitz,$18.0 B,Facebook
106,Donald Bren,$18.0 B,Real estate
107,Michael Platt,$18.0 B,Hedge funds
108,Henry Samueli,$17.9 B,Semiconductors
109,Wang Chuanfu,$17.9 B,"Batteries, automobiles"
110,Renata Kellnerova & family,$17.8 B,"Finance, telecommunications"
111,Qin Yinglin,$17.1 B,Pig breeding
112,Andrew Forrest & family,$17.1 B,Mining
113,John Fredriksen,$16.8 B,Shipping
114,Harry Triguboff,$16.7 B,Real estate
115,James Ratcliffe,$16.3 B,Chemicals
116,Rick Cohen & family,$16.2 B,Warehouse automation
117,Stanley Kroenke,$16.2 B,"Sports, real estate"
118,Jan Koum,$16.2 B,WhatsApp
119,David Cheriton,$15.9 B,Google
120,Jorge Paulo Lemann & family,$15.8 B,Beer
121,Pavel Durov,$15.5 B,Messaging app
122,Lakshmi Mittal,$15.4 B,Steel
123,Ray Dalio,$15.4 B,Hedge funds
124,Karl Albrecht Jr. & family,$15.3 B,Supermarkets
124,Beate Heister,$15.3 B,Supermarkets
126,George Kaiser,$15.2 B,"Oil & gas, banking"
127,Philip Anschutz,$15.1 B,"Energy, sports, entertainment"
128,Henry Nicholas III,$15.1 B,Semiconductors
129,Laurene Powell Jobs & family,$15.1 B,"Apple, Disney"
130,Christy Walton,$15.0 B,Walmart
131,Leon Black,$14.7 B,Private equity
132,Li Xiting,$14.6 B,medical devices
133,John Doerr,$14.4 B,Venture capital
134,Dang Yanbao,$14.4 B,Coal
135,David Green & family,$14.3 B,Retail
136,Jerry Jones,$14.2 B,Dallas Cowboys
137,Charlene de Carvalho-Heineken & family,$14.2 B,Heineken
138,Nicolas Puech,$14.2 B,Hermes
139,Lu Xiangyang,$14.1 B,"Automobiles, batteries"
140,Uday Kotak,$13.8 B,Banking
141,Lei Jun,$13.7 B,Smartphones
142,Alisher Usmanov,$13.6 B,"Steel, telecom, investments"
143,Theo Albrecht Jr & family,$13.6 B,"Aldi, Trader Joe's"
144,Jeffery Hildebrand,$13.5 B,Oil
145,James Dyson,$13.5 B,Vacuums
146,Mangal Prabhat Lodha,$13.4 B,Real estate
147,Aliko Dangote,$13.4 B,"Cement, sugar"
148,Mikhail Fridman,$13.3 B,"Oil, banking, telecom"
149,George Roberts,$13.3 B,Private equity
150,Peter Woo,$13.2 B,Real estate
151,Joseph Lau,$13.2 B,Real estate
152,Barry Lam,$12.9 B,Electronics
153,Eric Li,$12.9 B,Automobiles
154,Wang Wei,$12.8 B,Package delivery
155,Zhang Zhidong,$12.7 B,Internet media
156,Georg Stumpf,$12.6 B,"Real estate, construction"
157,Hasso Plattner & family,$12.5 B,Software
158,David Duffield,$12.5 B,Business software
159,Terry Gou,$12.4 B,Electronics
160,Anders Holch Povlsen,$12.4 B,Fashion retail
161,Dhanin Chearavanont,$12.4 B,Diversified
162,Israel Englander,$12.4 B,Hedge funds
163,Henry Kravis,$12.2 B,Private equity
164,David Velez & family,$12.1 B,Fintech
165,John Tu,$12.1 B,Computer hardware
166,David Sun,$12.1 B,Computer hardware
167,Mike Cannon-Brookes,$12.1 B,Software
168,Yu Yong,$12.0 B,Mining
169,Leonard Lauder,$12.0 B,Estee Lauder
170,Edward Johnson IV,$12.0 B,Fidelity
171,Manuel Villar,$12.0 B,Real estate
172,Azim Premji,$12.0 B,Software services
173,Giorgio Armani,$11.9 B,Luxury goods
174,Robert Kuok,$11.9 B,"Palm oil, shipping, property"
175,Shahid Khan,$11.8 B,Auto parts
176,Andrew Beal,$11.7 B,"Banks, real estate"
177,Huang Shilin,$11.7 B,Batteries
178,Zheng Shuliang & family,$11.7 B,Aluminum products
179,Scott Farquhar,$11.7 B,Software
180,Ivan Glasenberg,$11.6 B,Mining
181,Judy Love & family,$11.6 B,Gas stations
182,Ricardo Salinas Pliego & family,$11.5 B,"Retail, media"
183,Michael Rubin,$11.5 B,Online retail
184,Johann Rupert & family,$11.5 B,Luxury goods
185,Jay Y. Lee,$11.5 B,Samsung
186,Jay Chaudhry,$11.4 B,Security software
187,Wei Jianjun & family,$11.3 B,Automobiles
188,Nancy Walton Laurie,$11.3 B,Walmart
189,Ken Fisher,$11.2 B,Money management
190,Sky Xu,$11.2 B,E-commerce
191,Harry Stine,$11.1 B,Agriculture
192,Robert Kraft,$11.1 B,"Manufacturing, New England Patriots"
193,Pankaj Patel,$11.1 B,Pharmaceuticals
194,Ernesto Bertarelli,$11.1 B,"Biotech, investments"
195,Donald Newhouse,$11.1 B,Media
196,Ernest Garcia II,$11.0 B,Used cars
197,Patrick Ryan,$11.0 B,Insurance
198,Goh Cheng Liang,$11.0 B,Paints
199,Mikhail Prokhorov,$11.0 B,Investments
200,Enrique Razon Jr.,$10.9 B,Ports
201,Melinda French Gates,$10.9 B,Microsoft
202,Sunil Mittal,$10.9 B,Telecom
203,Antony Ressler,$10.8 B,Finance
204,Ann Walton Kroenke,$10.8 B,Walmart
205,Kwong Siu-hing,$10.8 B,Real estate
206,James Goodnight,$10.7 B,Software
207,Suleiman Kerimov & family,$10.7 B,Gold
208,Viktor Rashnikov,$10.6 B,Steel
209,Friedhelm Loh,$10.5 B,Manufacturing
210,Marcel Herrmann Telles & family,$10.5 B,Beer
211,Charles Schwab,$10.5 B,Discount brokerage
212,Leonid Fedun,$10.5 B,Oil
213,Alexander Gerko,$10.3 B,Trading
214,Trudy Cathy White,$10.3 B,Chick-fil-A
214,Bubba Cathy,$10.3 B,Chick-fil-A
214,Dan Cathy,$10.3 B,Chick-fil-A
217,Xavier Niel,$10.3 B,"Internet, telecom"
218,Eric Smidt,$10.3 B,Hardware stores
219,Lui Che Woo,$10.3 B,Casinos/hotels
220,Elizabeth Johnson,$10.2 B,Fidelity
221,Brian Chesky,$10.1 B,Airbnb
222,Carrie Perrodo & family,$10.1 B,Oil
223,Mat Ishbia,$10.1 B,Mortgage lender
224,Stephen Ross,$10.1 B,Real estate
225,Anthony Pratt,$10.0 B,Manufacturing
226,John Morris,$10.0 B,Sporting goods retail
227,Carl Cook,$9.9 B,Medical devices
228,Wang Xing,$9.9 B,Food delivery
229,Sandra Ortega Mera,$9.9 B,Zara
230,Graeme Hart,$9.9 B,Packaging
231,Antonia Ax:son Johnson & family,$9.9 B,Diversified
232,Nathan Blecharczyk,$9.9 B,Airbnb
233,Liu Yongxing,$9.8 B,Diversified
234,Viatcheslav Kantor,$9.8 B,"Fertilizer, real estate"
235,Roman Abramovich & family,$9.7 B,"Steel, investments"
236,Georg Schaeffler,$9.7 B,Auto parts
237,Ludwig Merckle,$9.7 B,Pharmaceuticals
238,Michael Kim,$9.7 B,Private equity
239,Charoen Sirivadhanabhakdi,$9.7 B,"Beverage, Real Estate"
240,John Malone,$9.6 B,Cable television
241,Shapoor Mistry,$9.6 B,Diversified
242,Sarath Ratanavadi,$9.5 B,Energy
243,Nicky Oppenheimer & family,$9.5 B,Diamonds
244,Christopher Hohn,$9.5 B,Hedge funds
245,David Reuben,$9.5 B,"Investments, real estate"
245,Simon Reuben,$9.5 B,"Real estate, investments"
247,Marc Benioff,$9.5 B,Business software
248,Gong Hongjia & family,$9.4 B,Video surveillance
249,Karel Komarek,$9.4 B,"Oil and gas, IT, lotteries"
250,Victoria Mars,$9.3 B,"Candy, pet food"
250,Marijke Mars,$9.3 B,"Candy, pet food"
250,Pamela Mars,$9.3 B,"Candy, pet food"
250,Valerie Mars,$9.3 B,"Candy, pet food"
254,Andrei Guryev & family,$9.3 B,Fertilizers
255,Daniel Kretinsky,$9.3 B,"Energy, investments"
256,William Ackman,$9.3 B,Hedge funds
257,Bernard Marcus,$9.3 B,Home Depot
258,Robert F. Smith,$9.2 B,Private equity
259,Brian Armstrong,$9.2 B,Cryptocurrency
260,Giancarlo Devasini,$9.2 B,Cryptocurrency
261,Li Shuirong & family,$9.2 B,Petrochemicals
262,Xu Hang,$9.2 B,Medical devices
263,Robert Rowling,$9.2 B,"Hotels, investments"
264,Thomas Struengmann & family,$9.2 B,Pharmaceuticals
264,Andreas Struengmann & family,$9.2 B,Pharmaceuticals
266,Francine von Finck & family,$9.1 B,Investments
267,Vincent Bolloré & family,$9.1 B,Investments
268,Tom Gores,$9.1 B,Private equity
269,Joe Gebbia,$9.1 B,Airbnb
270,Igor Bukhman,$9.0 B,Online games
270,Dmitri Bukhman,$9.0 B,Online games
272,J. Christopher Reyes,$9.0 B,Food distribution
272,Jude Reyes,$9.0 B,Food distribution
274,Tilman Fertitta,$9.0 B,"Entertainment, Houston Rockets"
275,Ramzi Musallam,$9.0 B,Private equity
276,Zhong Huijuan,$9.0 B,Pharmaceuticals
277,Alexander Otto,$9.0 B,Real estate
278,Jim Pattison,$9.0 B,Diversified
279,Jacques Saadé Jr,$8.9 B,Shipping
279,Tanya Saadé Zeenny,$8.9 B,Shipping
279,Rodolphe Saadé,$8.9 B,Shipping
282,Nassef Sawiris,$8.9 B,"Construction, investments"
283,Ken Langone,$8.8 B,Investments
284,Josh Harris,$8.8 B,Private equity
285,Quek Leng Chan,$8.8 B,"Banking, property"
286,Ralph Lauren,$8.8 B,Apparel
287,Zhang Congyuan,$8.8 B,Shoes
288,Orlando Bravo,$8.7 B,Private equity
289,Piero Ferrari,$8.7 B,Automobiles
290,Richard Kinder,$8.7 B,Pipelines
291,Denise Coates,$8.7 B,Online gambling
292,German Khan,$8.6 B,"Oil, banking, telecom"
293,Wang Laisheng,$8.6 B,Electronics components
294,Joseph Tsai,$8.6 B,E-commerce
295,Jack Dangermond,$8.6 B,Mapping software
296,M.A. Yusuff Ali,$8.5 B,Retail
297,Mark Stevens,$8.5 B,Venture capital
298,Gopikishan Damani,$8.5 B,"Retail, investments"
299,Eric Wittouck,$8.5 B,Investments
300,Douglas Leone,$8.5 B,Venture capital
301,Carlos Alberto Sicupira & family,$8.4 B,Beer
302,Rekha Jhunjhunwala,$8.4 B,Investments
303,Marie Besnier Beauvalot,$8.4 B,Cheese
303,Jean-Michel Besnier,$8.4 B,Cheese
305,Wang Laichun,$8.4 B,Electronics components
306,Sun Piaoyang,$8.4 B,Pharmaceuticals
307,David Shaw,$8.3 B,Hedge funds
308,Vivek Chaand Sehgal,$8.3 B,Auto parts
309,Carl Bennet,$8.3 B,Investments
310,Richard White,$8.3 B,Software
311,Zhou Qunfei,$8.3 B,Smartphone screens
312,Helmut Sohmen,$8.3 B,Shipping
313,Iskander Makhmudov,$8.3 B,"Mining, metals, machinery"
314,Pauline MacMillan Keinath,$8.2 B,Cargill
315,Elisabeth DeLuca & family,$8.2 B,Subway
316,Vikram Lal & family,$8.2 B,Motorcycles
317,Thierry Dassault,$8.2 B,Diversified
317,Marie-Hélène Habert-Dassault,$8.2 B,Diversified
317,Laurent Dassault,$8.2 B,Diversified
320,Francis Choi,$8.2 B,Real estate
321,Ivar Tollefsen,$8.1 B,Real estate
322,Leonard Stern,$8.1 B,Real estate
323,Paul Tudor Jones II,$8.1 B,Hedge funds
324,Jaime Gilinski Bacal,$8.1 B,Banking
325,Micky Arison,$8.1 B,Carnival Cruises
326,David Geffen,$8.1 B,"Movies, record labels"
327,Jimmy Haslam,$8.0 B,"Gas stations, retail"
328,Sri Prakash Lohia,$8.0 B,Petrochemicals
329,Massimiliana Landini Aleotti & family,$8.0 B,Pharmaceuticals
330,Michael Otto,$8.0 B,"Retail, real estate"
331,Frederik Paulsen,$8.0 B,Health care
332,Charles Simonyi,$7.9 B,Microsoft
333,Xu Shihui,$7.9 B,"Snacks, beverages"
334,Arthur Blank,$7.9 B,Home Depot
335,Steven Rales,$7.9 B,"Manufacturing, investments"
336,Wolfgang Herz,$7.9 B,Coffee
336,Michael Herz,$7.9 B,Coffee
338,Torstein Hagen,$7.9 B,Cruises
339,Alejandro Baillères Gual & family,$7.9 B,Diversified
340,Vinod Khosla,$7.9 B,"Sun Microsystems, venture capital"
341,Guillaume Pousaz,$7.8 B,Fintech
342,Randa Duncan Williams,$7.8 B,Pipelines
343,Murali Divi & family,$7.8 B,Pharmaceuticals
344,Dannine Avara,$7.8 B,Pipelines
345,Milane Frantz,$7.8 B,Pipelines
345,Scott Duncan,$7.8 B,Pipelines
347,Bruce Kovner,$7.7 B,Hedge funds
348,Law Kar Po,$7.7 B,Real estate
349,Igor Olenicoff,$7.7 B,Real estate
350,Hasmukh Chudgar & family,$7.7 B,Pharmaceuticals
351,Ronda Stryker,$7.7 B,Medical equipment
352,Agoes Projosasmito,$7.7 B,"mining, investment"
353,Robert Pera,$7.7 B,Wireless networking
354,Pavel Tykac,$7.7 B,Coal mines
355,Anthony Bamford & family,$7.6 B,Construction equipment
356,Viktor Vekselberg,$7.6 B,"Metals, investments"
357,Charles Butt,$7.6 B,Supermarkets
358,Lin Muqin & family,$7.6 B,Beverages
359,Zhu Yi,$7.6 B,Pharmaceuticals
360,David Steward,$7.6 B,IT provider
361,Fredrik Lundberg,$7.6 B,"Real estate, investments"
362,Peter Thiel,$7.6 B,"Facebook, investments"
363,Benu Gopal Bangur,$7.5 B,Cement
364,Jeff Greene,$7.5 B,"Real estate, investments"
365,Rocco Commisso,$7.5 B,Telecom
366,Wang Yusuo & family,$7.5 B,Natural gas distribution
367,Alain Bouchard,$7.5 B,Convinience stores
368,Tatyana Bakalchuk,$7.4 B,E-commerce
369,Don Hankey,$7.4 B,Auto loans
370,Nadia Thiele,$7.4 B,Investments
371,Rahul Bhatia,$7.4 B,Aviation
372,Juergen Blickle,$7.3 B,Auto parts
373,David Siegel,$7.3 B,Hedge funds
373,John Overdeck,$7.3 B,Hedge funds
375,Magdalena Martullo-Blocher,$7.3 B,Chemicals
376,Rahel Blocher,$7.3 B,Chemicals
377,Judy Faulkner,$7.3 B,Healthcare software
378,Robert Rich Jr,$7.2 B,Frozen foods
379,Jonathan Gray,$7.2 B,Investments
380,Ray Lee Hunt,$7.2 B,"Oil, real estate"
381,Arthur Dantchik,$7.2 B,"Trading, investments"
382,Seo Jung-jin,$7.2 B,Biotech
383,Andreas Halvorsen,$7.2 B,Hedge funds
384,John Collison,$7.2 B,Payment software
384,Patrick Collison,$7.2 B,Payment software
386,Jean Salata,$7.1 B,Finance
387,John Brown,$7.1 B,Medical equipment
388,Rakesh Mittal,$7.1 B,Telecom
389,Rajan Mittal,$7.1 B,Telecom
390,Chen Jianhua,$7.1 B,Chemicals
391,Finn Rausing,$7.1 B,Packaging
392,Jorn Rausing,$7.1 B,Packaging
392,Kirsten Rausing,$7.1 B,Packaging
394,Dennis Washington,$7.1 B,"Construction, mining"
395,Martin Lorentzon,$7.0 B,Spotify
396,Philip Ng,$7.0 B,Real Estate
397,Johann Graf,$7.0 B,Gambling
398,Thomas Schmidheiny,$7.0 B,Cement
399,Reinhold Schmieding,$7.0 B,Medical devices
400,Edythe Broad & family,$7.0 B,"Homebuilding, insurance"
401,Stephen Bisciotti,$7.0 B,"Staffing, Baltimore Ravens"
402,Ma Jianrong,$7.0 B,"Textiles, apparel"
403,John Grayken,$6.9 B,Private equity
404,Robert Ng,$6.9 B,Real estate
405,Luis Carlos Sarmiento,$6.9 B,Banking
406,Viktor Kharitonin,$6.9 B,Pharmaceuticals
407,Leo Koguan,$6.9 B,IT provider
408,Pang Kang,$6.9 B,Soy sauce
409,Michal Solowow,$6.8 B,Investments
410,Karen Pritzker,$6.8 B,"Hotels, investments"
411,Thai Lee,$6.8 B,IT provider
412,Terrence Pegula,$6.8 B,Natural gas
413,Anthony von Mandl,$6.8 B,Alcoholic beverages
414,Marc Rowan,$6.8 B,Private equity
415,Jason Chang,$6.8 B,Electronics
416,Edward Roski Jr,$6.8 B,Real estate
417,Eric Douglas,$6.8 B,Investments
418,Jiang Rensheng & family,$6.7 B,Vaccines
419,Gary Rollins,$6.7 B,Pest control
420,Carl Douglas,$6.7 B,Investments
421,Alexei Kuzmichev,$6.7 B,"Oil, banking, telecom"
422,Andrei Skoch & family,$6.7 B,Metals and mining
423,Thomas Hagen,$6.7 B,Insurance
424,Mike Adenuga,$6.7 B,"Telecom, oil"
425,Pierre Chen,$6.7 B,Electronics
426,George Soros,$6.7 B,Hedge funds
427,Patrick Drahi,$6.7 B,Telecom
428,Neil Bluhm,$6.7 B,Real estate
429,Samir Mehta,$6.7 B,"Pharmaceuticals, power"
430,Sudhir Mehta,$6.7 B,"Pharmaceuticals, power"
431,Lynsi Snyder,$6.7 B,In-N-Out Burger
432,Fernando Roberto Moreira Salles,$6.6 B,"Banking, minerals"
433,Ty Warner,$6.6 B,"Plush toys, real estate"
434,Nathan Kirsh,$6.6 B,"Retail, real estate"
435,Marcos Galperin,$6.6 B,E-commerce
436,Maria Fernanda Amorim & family,$6.6 B,"Energy, investments"
437,Radovan Vitek,$6.6 B,Real estate
438,Thomas Pritzker,$6.6 B,"Hotels, investments"
439,Niels Peter Louis-Hansen,$6.5 B,Medical devices
440,Maximilian Viessmann,$6.5 B,"Heating, cooling equipment"
441,Fred Smith,$6.5 B,FedEx
442,Don Vultaggio & family,$6.5 B,Beverages
443,Michael Milken,$6.5 B,Investments
444,Wu Yajun,$6.5 B,Real estate
445,Scott Cook,$6.5 B,Software
446,Frank Lowy,$6.5 B,Investments
447,Alexander Abramov,$6.4 B,"Steel, mining"
448,Mark Meijer & family,$6.4 B,Supermarkets
449,Hank Meijer & family,$6.4 B,Supermarkets
450,Doug Meijer & family,$6.4 B,Supermarkets
451,Thomas Kirk Kristiansen,$6.4 B,Lego
451,Agnete Kirk Thinggaard,$6.4 B,Lego
451,Sofie Kirk Kristiansen,$6.4 B,Lego
454,Teddy Sagi,$6.4 B,Gambling software
455,Joe Lewis,$6.4 B,Investments
456,Maria Angelicoussis,$6.4 B,Shipping
457,Vyacheslav Kim,$6.4 B,Fintech
458,Michael Moritz,$6.4 B,Venture capital
459,Dmitry Rybolovlev & family,$6.4 B,Fertilizer
460,Joe Mansueto,$6.4 B,Investment research
461,Kelcy Warren,$6.4 B,Pipelines
462,Rafael Del Pino,$6.3 B,Construction
463,Pei Zhenhua,$6.3 B,Batteries
464,Wolfgang Marguerre & family,$6.3 B,Pharmaceuticals
465,Michael Kadoorie,$6.3 B,"Hotels, energy"
466,Pierre Omidyar,$6.3 B,"EBay, PayPal"
467,Richard Uihlein,$6.3 B,Packaging materials
467,Elizabeth Uihlein,$6.3 B,Packaging materials
469,Takahisa Takahara,$6.3 B,Personal care goods
470,Stef Wertheimer & family,$6.3 B,Metalworking tools
471,Patrick Soon-Shiong,$6.2 B,Pharmaceuticals
472,Pedro Moreira Salles,$6.2 B,"Banking, minerals"
473,Liang Wengen,$6.2 B,Construction equipment
474,Annette Lerner & family,$6.2 B,Real estate
475,Wang Jianlin,$6.2 B,Real estate
476,Maria Asuncion Aramburuzabala & family,$6.2 B,"Beer, investments"
477,Rakesh Gangwal,$6.2 B,Airline
478,David Bonderman,$6.2 B,Private equity
479,Jim Davis & family,$6.2 B,New Balance
480,Dona Bertarelli,$6.2 B,Biotech and investments
481,Alain Merieux & family,$6.2 B,Pharmaceuticals
482,Daniel Ziff,$6.2 B,Investments
482,Dirk Ziff,$6.2 B,Investments
484,Robert Ziff,$6.2 B,Investments
485,Stanley Druckenmiller,$6.2 B,Hedge funds
486,Tobi Lutke,$6.1 B,E-commerce
487,Philippe Laffont,$6.1 B,Hedge fund
488,Paul Singer,$6.1 B,Hedge funds
489,Chen Bang,$6.1 B,Hospitals
490,Gayle Benson,$6.1 B,New Orleans Saints
491,Liu Hanyuan,$6.1 B,Agribusiness
492,Cho Jung-ho,$6.1 B,Finance
493,You Xiaoping & family,$6.1 B,Polyurethanes
494,Ruan Liping,$6.1 B,Power strips
495,Jeff Rothschild,$6.1 B,Facebook
496,Tsai Eng-meng,$6.1 B,"Food, beverages"
497,Todd Boehly,$6.1 B,Finance
498,Ruan Xueping,$6.0 B,Power strip
499,Mark Walter,$6.0 B,"Finance, asset management"
500,Ding Shizhong,$6.0 B,Sports apparel
501,Vinod Rai Gupta,$6.0 B,Electrical equipment
502,Dan Friedkin,$6.0 B,Toyota dealerships
503,William Goldring & family,$6.0 B,Liquor
504,Bert Beveridge,$6.0 B,Vodka
505,Les Wexner & family,$6.0 B,Retail
506,Kjeld Kirk Kristiansen,$6.0 B,Lego
507,Kerry Stokes,$5.9 B,"Construction equipment, media"
508,Wang Liping & family,$5.9 B,Hydraulic machinery
509,Daniel Tsai,$5.9 B,Finance
510,Yuri Milner,$5.9 B,Tech investments
511,Rudolf Maag,$5.9 B,Medical devices
512,Blair Parry-Okeden,$5.8 B,"Media, automotive"
513,Jim Kennedy,$5.8 B,"Media, automotive"
514,Theo Mueller,$5.8 B,Dairy
515,Satyanarayan Nuwal,$5.8 B,Industrial explosives
516,Robert Faith,$5.8 B,Real estate management
517,Mikhail Lomtadze,$5.8 B,Fintech
518,Bin Lin,$5.8 B,Smartphones
519,Richard Tsai,$5.8 B,Finance
520,Denise York & family,$5.8 B,San Francisco 49ers
521,Ding Shijia,$5.8 B,Sports apparel
522,Tim Sweeney,$5.7 B,Video games
523,Patrizio Bertelli,$5.7 B,Luxury goods
524,Miuccia Prada,$5.7 B,Luxury goods
525,Erich Wesjohann & family,$5.7 B,Poultry genetics
526,Clive Calder,$5.7 B,Record label
527,Frits Goldschmeding,$5.7 B,Temp agency
528,Chase Coleman III,$5.7 B,Investments
529,Tench Coxe,$5.6 B,Venture capital
530,Shen Guojun,$5.6 B,Retail
531,Vikas Oberoi,$5.6 B,Real estate
532,John A. Sobrato & family,$5.6 B,Real estate
533,Mark Scheinberg,$5.6 B,Online gambling
534,Juan Roig,$5.6 B,Supermarkets
535,Janice McNair,$5.6 B,"Energy, sports"
536,Herbert Wertheim,$5.6 B,Investments
537,Min Kao & family,$5.6 B,Navigation equipment
538,Matthias Reimann-Andersen,$5.6 B,Consumer goods
538,Wolfgang Reimann,$5.6 B,Consumer goods
538,Renate Reimann-Haas,$5.6 B,Consumer goods
538,Stefan Reimann-Andersen,$5.6 B,Consumer goods
542,Igor Kesaev,$5.6 B,"Tobacco distribution, retail"
543,Stewart Resnick,$5.6 B,Agriculture
543,Lynda Resnick,$5.6 B,Agriculture
545,Märta Schörling Andreen,$5.6 B,Investments
545,Sofia Högberg Schörling,$5.6 B,Investments
547,Mahendra Choksi & family,$5.5 B,Paints
548,Sanjiv Bajaj,$5.5 B,Diversified
548,Rajiv Bajaj,$5.5 B,Diversified
550,Sumet Jiaravanon,$5.5 B,Diversified
551,Abdulsamad Rabiu,$5.5 B,"Cement, sugar"
552,Margarita Louis-Dreyfus & family,$5.5 B,Commodities
